Free surface data file
xf,yf,zf = collocation points
xs,ys,zs = source points
phif = potential on the free surface
sigma = source strength (this is the solution I got)
Number of free surface nodes =  2486
 xf            yf             zf             xs             ys             zs             phif           sigma
-0.751028E+01  0.755169E+01   0.273297E-02  -0.751028E+01   0.755169E+01   0.599323E+00  -0.672437E-01   0.515696E-03
-0.717810E+01  0.757083E+01   0.255831E-02  -0.717810E+01   0.757083E+01   0.599148E+00  -0.675730E-01  -0.437033E-03
-0.682727E+01  0.758975E+01   0.239583E-02  -0.682727E+01   0.758975E+01   0.598986E+00  -0.676731E-01   0.511911E-04
-0.645673E+01  0.760831E+01   0.211147E-02  -0.645673E+01   0.760831E+01   0.598701E+00  -0.675561E-01  -0.206656E-03
-0.606537E+01  0.762643E+01   0.184708E-02  -0.606537E+01   0.762643E+01   0.598437E+00  -0.671162E-01  -0.298860E-03
-0.565202E+01  0.764397E+01   0.152006E-02  -0.565202E+01   0.764397E+01   0.598110E+00  -0.662539E-01  -0.872010E-04
-0.521546E+01  0.766080E+01   0.120622E-02  -0.521546E+01   0.766080E+01   0.597796E+00  -0.650360E-01  -0.216218E-03
-0.475436E+01  0.767678E+01   0.864989E-03  -0.475436E+01   0.767678E+01   0.597455E+00  -0.633488E-01  -0.143307E-03
-0.426737E+01  0.769174E+01   0.476020E-03  -0.426737E+01   0.769174E+01   0.597066E+00  -0.611482E-01  -0.253951E-03
-0.375302E+01  0.770552E+01   0.640500E-04  -0.375302E+01   0.770552E+01   0.596654E+00  -0.583336E-01  -0.225798E-03
-0.320977E+01  0.771792E+01  -0.382157E-03  -0.320977E+01   0.771792E+01   0.596208E+00  -0.548630E-01  -0.282757E-03
-0.263601E+01  0.772874E+01  -0.826567E-03  -0.263601E+01   0.772874E+01   0.595763E+00  -0.506796E-01  -0.254604E-03
-0.203001E+01  0.773772E+01  -0.124966E-02  -0.203001E+01   0.773772E+01   0.595340E+00  -0.458180E-01  -0.195513E-03
-0.138997E+01  0.774458E+01  -0.170673E-02  -0.138997E+01   0.774458E+01   0.594883E+00  -0.402539E-01  -0.311420E-03
-0.713972E+00  0.774900E+01  -0.218714E-02  -0.713972E+00   0.774900E+01   0.594403E+00  -0.338691E-01  -0.264342E-03
 0.000000E+00  0.775058E+01  -0.259868E-02   0.000000E+00   0.775058E+01   0.593991E+00  -0.267353E-01  -0.238938E-03
 0.713972E+00  0.774900E+01  -0.294081E-02   0.713972E+00   0.774900E+01   0.593649E+00  -0.194292E-01  -0.234148E-03
 0.138997E+01  0.774458E+01  -0.323370E-02   0.138997E+01   0.774458E+01   0.593356E+00  -0.124123E-01  -0.249322E-03
 0.203001E+01  0.773772E+01  -0.346778E-02   0.203001E+01   0.773772E+01   0.593122E+00  -0.570599E-02  -0.191829E-03
 0.263601E+01  0.772874E+01  -0.364047E-02   0.263601E+01   0.772874E+01   0.592949E+00   0.637042E-03  -0.198461E-03
 0.320977E+01  0.771792E+01  -0.377184E-02   0.320977E+01   0.771792E+01   0.592818E+00   0.659515E-02  -0.208199E-03
 0.375302E+01  0.770552E+01  -0.386606E-02   0.375302E+01   0.770552E+01   0.592724E+00   0.121854E-01  -0.214347E-03
 0.426737E+01  0.769174E+01  -0.390486E-02   0.426737E+01   0.769174E+01   0.592685E+00   0.173866E-01  -0.889587E-04
 0.475436E+01  0.767678E+01  -0.391763E-02   0.475436E+01   0.767678E+01   0.592672E+00   0.221851E-01  -0.291505E-03
 0.521546E+01  0.766080E+01  -0.391622E-02   0.521546E+01   0.766080E+01   0.592674E+00   0.266162E-01  -0.820852E-04
 0.565202E+01  0.764397E+01  -0.386316E-02   0.565202E+01   0.764397E+01   0.592727E+00   0.306841E-01  -0.123021E-03
 0.606537E+01  0.762643E+01  -0.377286E-02   0.606537E+01   0.762643E+01   0.592817E+00   0.343760E-01  -0.755794E-04
 0.645673E+01  0.760831E+01  -0.365727E-02   0.645673E+01   0.760831E+01   0.592933E+00   0.376827E-01  -0.688693E-04
 0.682727E+01  0.758975E+01  -0.353893E-02   0.682727E+01   0.758975E+01   0.593051E+00   0.406241E-01  -0.134448E-03
 0.717810E+01  0.757083E+01  -0.342415E-02   0.717810E+01   0.757083E+01   0.593166E+00   0.432471E-01   0.344456E-04
 0.751028E+01  0.755168E+01  -0.330565E-02   0.751028E+01   0.755168E+01   0.593284E+00   0.455920E-01  -0.314357E-03
 0.782478E+01  0.753240E+01  -0.317857E-02   0.782478E+01   0.753240E+01   0.593411E+00   0.476826E-01   0.298464E-03
 0.812256E+01  0.751305E+01  -0.302752E-02   0.812256E+01   0.751305E+01   0.593562E+00   0.495218E-01  -0.196162E-03
 0.840450E+01  0.749374E+01  -0.289049E-02   0.840450E+01   0.749374E+01   0.593699E+00   0.511274E-01   0.577355E-04
 0.867144E+01  0.747451E+01  -0.276032E-02   0.867144E+01   0.747451E+01   0.593830E+00   0.525324E-01  -0.100176E-03
 0.892419E+01  0.745545E+01  -0.263232E-02   0.892419E+01   0.745545E+01   0.593958E+00   0.537573E-01  -0.416364E-04
 0.916349E+01  0.743660E+01  -0.249973E-02   0.916349E+01   0.743660E+01   0.594090E+00   0.548207E-01   0.980449E-04
 0.939006E+01  0.741802E+01  -0.236469E-02   0.939006E+01   0.741802E+01   0.594225E+00   0.557318E-01  -0.424673E-03
 0.960458E+01  0.739974E+01  -0.222611E-02   0.960458E+01   0.739974E+01   0.594364E+00   0.565039E-01   0.859069E-03
 0.980769E+01  0.738182E+01  -0.208727E-02   0.980769E+01   0.738182E+01   0.594503E+00   0.571493E-01  -0.110558E-02
 0.100000E+02  0.736915E+01  -0.195747E-02   0.100000E+02   0.736915E+01   0.594632E+00   0.576173E-01   0.891635E-03
 0.102564E+02  0.736427E+01  -0.177173E-02   0.102564E+02   0.736427E+01   0.594818E+00   0.579726E-01  -0.179318E-03
 0.105219E+02  0.736427E+01  -0.159460E-02   0.105219E+02   0.736427E+01   0.594995E+00   0.581453E-01  -0.429036E-03
 0.107969E+02  0.736427E+01  -0.142664E-02   0.107969E+02   0.736427E+01   0.595163E+00   0.581958E-01   0.107776E-02
 0.110817E+02  0.736427E+01  -0.123494E-02   0.110817E+02   0.736427E+01   0.595355E+00   0.581257E-01  -0.119105E-02
 0.113766E+02  0.736427E+01  -0.110706E-02   0.113766E+02   0.736427E+01   0.595483E+00   0.579554E-01   0.658713E-03
 0.116820E+02  0.736427E+01  -0.937295E-03   0.116820E+02   0.736427E+01   0.595653E+00   0.576648E-01  -0.316123E-03
 0.119982E+02  0.736427E+01  -0.760984E-03   0.119982E+02   0.736427E+01   0.595829E+00   0.572499E-01   0.156415E-03
 0.123257E+02  0.736427E+01  -0.570402E-03   0.123257E+02   0.736427E+01   0.596019E+00   0.566947E-01   0.384290E-04
 0.126648E+02  0.736427E+01  -0.361944E-03   0.126648E+02   0.736427E+01   0.596228E+00   0.559758E-01   0.112875E-03
 0.130161E+02  0.736427E+01  -0.178957E-03   0.130161E+02   0.736427E+01   0.596411E+00   0.550880E-01   0.991706E-04
 0.133798E+02  0.736427E+01  -0.443635E-04   0.133798E+02   0.736427E+01   0.596546E+00   0.540678E-01  -0.565466E-04
 0.137564E+02  0.736427E+01   0.355593E-04   0.137564E+02   0.736427E+01   0.596625E+00   0.530226E-01  -0.479585E-04
 0.141465E+02  0.736427E+01   0.133835E-03   0.141465E+02   0.736427E+01   0.596724E+00   0.519754E-01   0.654143E-04
 0.145504E+02  0.736427E+01   0.263280E-03   0.145504E+02   0.736427E+01   0.596853E+00   0.508452E-01   0.129344E-03
 0.149687E+02  0.736427E+01   0.348316E-03   0.149687E+02   0.736427E+01   0.596938E+00   0.496265E-01   0.203328E-05
 0.154018E+02  0.736427E+01   0.399891E-03   0.154018E+02   0.736427E+01   0.596990E+00   0.484150E-01   0.812984E-04
 0.158504E+02  0.736427E+01   0.448012E-03   0.158504E+02   0.736427E+01   0.597038E+00   0.472101E-01   0.934367E-04
 0.163150E+02  0.736427E+01   0.467777E-03   0.163150E+02   0.736427E+01   0.597058E+00   0.460145E-01   0.518304E-04
 0.167960E+02  0.736427E+01   0.468991E-03   0.167960E+02   0.736427E+01   0.597059E+00   0.448532E-01   0.177959E-03
 0.172942E+02  0.736427E+01   0.433619E-03   0.172942E+02   0.736427E+01   0.597023E+00   0.437369E-01  -0.664420E-04
 0.178101E+02  0.736427E+01   0.413618E-03   0.178101E+02   0.736427E+01   0.597003E+00   0.426525E-01   0.418863E-03
 0.183444E+02  0.736427E+01   0.417110E-03   0.183444E+02   0.736427E+01   0.597007E+00   0.414829E-01   0.146291E-03
 0.188976E+02  0.736427E+01   0.292132E-03   0.188976E+02   0.736427E+01   0.596882E+00   0.402986E-01   0.171739E-03
 0.194706E+02  0.736427E+01   0.107208E-03   0.194706E+02   0.736427E+01   0.596697E+00   0.392559E-01   0.167533E-03
 0.200639E+02  0.736427E+01  -0.404321E-04   0.200639E+02   0.736427E+01   0.596549E+00   0.382833E-01   0.293901E-03
 0.206783E+02  0.736427E+01  -0.150158E-03   0.206783E+02   0.736427E+01   0.596440E+00   0.371709E-01   0.323054E-03
 0.213146E+02  0.736427E+01  -0.303853E-03   0.213146E+02   0.736427E+01   0.596286E+00   0.358993E-01   0.260756E-03
 0.219736E+02  0.736427E+01  -0.490254E-03   0.219736E+02   0.736427E+01   0.596100E+00   0.345680E-01   0.259310E-03
 0.226559E+02  0.736427E+01  -0.657810E-03   0.226559E+02   0.736427E+01   0.595932E+00   0.331655E-01   0.271705E-03
 0.233626E+02  0.736427E+01  -0.810912E-03   0.233626E+02   0.736427E+01   0.595779E+00   0.316602E-01   0.240960E-03
 0.240944E+02  0.736427E+01  -0.952422E-03   0.240944E+02   0.736427E+01   0.595637E+00   0.300906E-01   0.217803E-03
 0.248522E+02  0.736427E+01  -0.105793E-02   0.248522E+02   0.736427E+01   0.595532E+00   0.284659E-01   0.200767E-03
 0.256370E+02  0.736427E+01  -0.114236E-02   0.256370E+02   0.736427E+01   0.595447E+00   0.267795E-01   0.145326E-03
 0.264497E+02  0.736427E+01  -0.121678E-02   0.264497E+02   0.736427E+01   0.595373E+00   0.251271E-01   0.132184E-03
 0.272913E+02  0.736427E+01  -0.123664E-02   0.272913E+02   0.736427E+01   0.595353E+00   0.235077E-01   0.123319E-03
 0.281628E+02  0.736427E+01  -0.126261E-02   0.281628E+02   0.736427E+01   0.595327E+00   0.219487E-01   0.581926E-04
 0.290654E+02  0.736427E+01  -0.120884E-02   0.290654E+02   0.736427E+01   0.595381E+00   0.205185E-01   0.228714E-03
-0.200000E+02  0.834682E+01   0.372949E-03  -0.200000E+02   0.834682E+01   0.629260E+00  -0.314969E-01  -0.127876E-02
-0.192860E+02  0.834682E+01   0.372949E-03  -0.192860E+02   0.834682E+01   0.629260E+00  -0.314969E-01  -0.147673E-02
-0.186100E+02  0.834682E+01  -0.236549E-03  -0.186100E+02   0.834682E+01   0.628650E+00  -0.286545E-01   0.234443E-03
-0.179700E+02  0.834682E+01   0.953945E-03  -0.179700E+02   0.834682E+01   0.629841E+00  -0.267891E-01   0.178366E-02
-0.173640E+02  0.834682E+01   0.220226E-02  -0.173640E+02   0.834682E+01   0.631089E+00  -0.283199E-01   0.514048E-03
-0.167902E+02  0.834682E+01   0.231475E-02  -0.167902E+02   0.834682E+01   0.631201E+00  -0.309681E-01  -0.688394E-03
-0.162470E+02  0.834682E+01   0.201044E-02  -0.162470E+02   0.834682E+01   0.630897E+00  -0.325673E-01  -0.309706E-03
-0.157326E+02  0.834682E+01   0.205346E-02  -0.157326E+02   0.834682E+01   0.630940E+00  -0.335372E-01   0.320553E-03
-0.152456E+02  0.834682E+01   0.227494E-02  -0.152456E+02   0.834682E+01   0.631162E+00  -0.347391E-01   0.472611E-04
-0.147845E+02  0.834682E+01   0.240247E-02  -0.147845E+02   0.834682E+01   0.631289E+00  -0.361392E-01  -0.359546E-06
-0.143480E+02  0.834682E+01   0.248871E-02  -0.143480E+02   0.834682E+01   0.631375E+00  -0.375020E-01  -0.314443E-04
-0.139346E+02  0.834682E+01   0.258660E-02  -0.139346E+02   0.834682E+01   0.631473E+00  -0.388298E-01   0.782323E-04
-0.135433E+02  0.834682E+01   0.268089E-02  -0.135433E+02   0.834682E+01   0.631568E+00  -0.401707E-01   0.988075E-05
-0.131727E+02  0.834682E+01   0.274335E-02  -0.131727E+02   0.834682E+01   0.631630E+00  -0.414908E-01  -0.647370E-05
-0.128219E+02  0.834682E+01   0.278875E-02  -0.128219E+02   0.834682E+01   0.631675E+00  -0.427440E-01  -0.721321E-04
-0.124897E+02  0.834682E+01   0.283501E-02  -0.124897E+02   0.834682E+01   0.631722E+00  -0.439327E-01   0.113091E-03
-0.121752E+02  0.834682E+01   0.288240E-02  -0.121752E+02   0.834682E+01   0.631769E+00  -0.450764E-01  -0.200146E-03
-0.118774E+02  0.834682E+01   0.292495E-02  -0.118774E+02   0.834682E+01   0.631812E+00  -0.461808E-01   0.267239E-03
-0.115955E+02  0.834682E+01   0.296118E-02  -0.115955E+02   0.834682E+01   0.631848E+00  -0.472390E-01  -0.230342E-03
-0.113286E+02  0.834682E+01   0.297695E-02  -0.113286E+02   0.834682E+01   0.631864E+00  -0.482477E-01   0.740549E-04
-0.110758E+02  0.834682E+01   0.298950E-02  -0.110758E+02   0.834682E+01   0.631876E+00  -0.491921E-01  -0.891552E-04
-0.108365E+02  0.834682E+01   0.299150E-02  -0.108365E+02   0.834682E+01   0.631878E+00  -0.500734E-01   0.497630E-04
-0.106099E+02  0.834682E+01   0.299515E-02  -0.106099E+02   0.834682E+01   0.631882E+00  -0.509070E-01  -0.188551E-03
-0.103954E+02  0.834682E+01   0.299744E-02  -0.103954E+02   0.834682E+01   0.631884E+00  -0.516735E-01   0.135774E-03
-0.101923E+02  0.834682E+01   0.298905E-02  -0.101923E+02   0.834682E+01   0.631876E+00  -0.523874E-01  -0.706211E-04
-0.100000E+02  0.835066E+01   0.297881E-02  -0.100000E+02   0.835066E+01   0.631866E+00  -0.530395E-01  -0.448968E-04
-0.980769E+01  0.836065E+01   0.297210E-02  -0.980769E+01   0.836065E+01   0.631859E+00  -0.536280E-01   0.150474E-04
-0.960458E+01  0.837478E+01   0.295124E-02  -0.960458E+01   0.837478E+01   0.631838E+00  -0.541919E-01  -0.222265E-03
-0.939006E+01  0.838918E+01   0.291137E-02  -0.939006E+01   0.838918E+01   0.631798E+00  -0.547773E-01   0.622489E-03
-0.916349E+01  0.840382E+01   0.287413E-02  -0.916349E+01   0.840382E+01   0.631761E+00  -0.553707E-01  -0.136368E-02
-0.892419E+01  0.841868E+01   0.281155E-02  -0.892419E+01   0.841868E+01   0.631698E+00  -0.559195E-01   0.185455E-02
-0.867144E+01  0.843370E+01   0.272283E-02  -0.867144E+01   0.843370E+01   0.631610E+00  -0.564586E-01  -0.237907E-02
-0.840450E+01  0.844885E+01   0.262192E-02  -0.840450E+01   0.844885E+01   0.631509E+00  -0.569319E-01   0.167613E-02
-0.812256E+01  0.846407E+01   0.255951E-02  -0.812256E+01   0.846407E+01   0.631446E+00  -0.573421E-01  -0.899665E-03
-0.782478E+01  0.847931E+01   0.247740E-02  -0.782478E+01   0.847931E+01   0.631364E+00  -0.577503E-01   0.252504E-03
-0.751028E+01  0.849451E+01   0.237351E-02  -0.751028E+01   0.849451E+01   0.631260E+00  -0.580684E-01  -0.267037E-03
-0.717810E+01  0.850960E+01   0.221040E-02  -0.717810E+01   0.850960E+01   0.631097E+00  -0.582939E-01  -0.614205E-04
-0.682727E+01  0.852452E+01   0.203991E-02  -0.682727E+01   0.852452E+01   0.630927E+00  -0.583612E-01  -0.282850E-03
-0.645673E+01  0.853914E+01   0.181854E-02  -0.645673E+01   0.853914E+01   0.630705E+00  -0.582092E-01  -0.832879E-04
-0.606537E+01  0.855342E+01   0.159087E-02  -0.606537E+01   0.855342E+01   0.630478E+00  -0.578161E-01  -0.348230E-03
-0.565202E+01  0.856724E+01   0.136763E-02  -0.565202E+01   0.856724E+01   0.630254E+00  -0.571529E-01   0.810519E-04
-0.521546E+01  0.858050E+01   0.109603E-02  -0.521546E+01   0.858050E+01   0.629983E+00  -0.562265E-01  -0.563094E-03
-0.475436E+01  0.859309E+01   0.751843E-03  -0.475436E+01   0.859309E+01   0.629639E+00  -0.548871E-01  -0.217821E-03
-0.426737E+01  0.860489E+01   0.423498E-03  -0.426737E+01   0.860489E+01   0.629310E+00  -0.530809E-01  -0.267959E-03
-0.375302E+01  0.861574E+01   0.943229E-04  -0.375302E+01   0.861574E+01   0.628981E+00  -0.508327E-01  -0.275942E-03
-0.320977E+01  0.862552E+01  -0.277305E-03  -0.320977E+01   0.862552E+01   0.628609E+00  -0.480898E-01  -0.390899E-03
-0.263601E+01  0.863404E+01  -0.682793E-03  -0.263601E+01   0.863404E+01   0.628204E+00  -0.447393E-01  -0.396601E-03
-0.203001E+01  0.864112E+01  -0.104234E-02  -0.203001E+01   0.864112E+01   0.627844E+00  -0.408050E-01  -0.260431E-03
-0.138997E+01  0.864653E+01  -0.143506E-02  -0.138997E+01   0.864653E+01   0.627452E+00  -0.363081E-01  -0.508340E-03
-0.713972E+00  0.865001E+01  -0.187401E-02  -0.713972E+00   0.865001E+01   0.627013E+00  -0.310761E-01  -0.433704E-03
 0.000000E+00  0.865126E+01  -0.222639E-02   0.000000E+00   0.865126E+01   0.626660E+00  -0.251670E-01  -0.379183E-03
 0.713972E+00  0.865001E+01  -0.251524E-02   0.713972E+00   0.865001E+01   0.626371E+00  -0.190659E-01  -0.379645E-03
 0.138997E+01  0.864653E+01  -0.273725E-02   0.138997E+01   0.864653E+01   0.626149E+00  -0.131996E-01  -0.273902E-03
 0.203001E+01  0.864112E+01  -0.292405E-02   0.203001E+01   0.864112E+01   0.625963E+00  -0.759475E-02  -0.369796E-03
 0.263601E+01  0.863404E+01  -0.308401E-02   0.263601E+01   0.863404E+01   0.625803E+00  -0.222111E-02  -0.321848E-03
 0.320977E+01  0.862552E+01  -0.317910E-02   0.320977E+01   0.862552E+01   0.625708E+00   0.287386E-02  -0.239351E-03
 0.375302E+01  0.861574E+01  -0.322260E-02   0.375302E+01   0.861574E+01   0.625664E+00   0.763508E-02  -0.257753E-03
 0.426737E+01  0.860489E+01  -0.322216E-02   0.426737E+01   0.860489E+01   0.625665E+00   0.120318E-01  -0.442386E-04
 0.475436E+01  0.859309E+01  -0.322474E-02   0.475436E+01   0.859309E+01   0.625662E+00   0.160919E-01  -0.424133E-03
 0.521546E+01  0.858050E+01  -0.322891E-02   0.521546E+01   0.858050E+01   0.625658E+00   0.198791E-01  -0.690766E-04
 0.565202E+01  0.856724E+01  -0.317368E-02   0.565202E+01   0.856724E+01   0.625713E+00   0.233698E-01  -0.166393E-03
 0.606537E+01  0.855342E+01  -0.309313E-02   0.606537E+01   0.855342E+01   0.625794E+00   0.265345E-01  -0.813386E-04
 0.645673E+01  0.853914E+01  -0.300275E-02   0.645673E+01   0.853914E+01   0.625884E+00   0.293860E-01  -0.156645E-03
 0.682727E+01  0.852452E+01  -0.290742E-02   0.682727E+01   0.852452E+01   0.625979E+00   0.319529E-01   0.335271E-04
 0.717810E+01  0.850960E+01  -0.280415E-02   0.717810E+01   0.850960E+01   0.626083E+00   0.342598E-01  -0.338865E-03
 0.751028E+01  0.849451E+01  -0.268888E-02   0.751028E+01   0.849451E+01   0.626198E+00   0.363234E-01   0.475893E-03
 0.782478E+01  0.847931E+01  -0.255821E-02   0.782478E+01   0.847931E+01   0.626328E+00   0.381503E-01  -0.561629E-03
 0.812256E+01  0.846407E+01  -0.246333E-02   0.812256E+01   0.846407E+01   0.626423E+00   0.397736E-01   0.279345E-03
 0.840450E+01  0.844885E+01  -0.235843E-02   0.840450E+01   0.844885E+01   0.626528E+00   0.412252E-01  -0.221813E-03
 0.867144E+01  0.843370E+01  -0.225143E-02   0.867144E+01   0.843370E+01   0.626635E+00   0.425149E-01   0.960547E-04
 0.892419E+01  0.841868E+01  -0.213709E-02   0.892419E+01   0.841868E+01   0.626750E+00   0.436490E-01  -0.101752E-03
 0.916349E+01  0.840382E+01  -0.202300E-02   0.916349E+01   0.840382E+01   0.626864E+00   0.446471E-01   0.241733E-03
 0.939006E+01  0.838918E+01  -0.191045E-02   0.939006E+01   0.838918E+01   0.626976E+00   0.455070E-01  -0.492987E-03
 0.960458E+01  0.837478E+01  -0.179689E-02   0.960458E+01   0.837478E+01   0.627090E+00   0.462534E-01   0.929780E-03
 0.980769E+01  0.836065E+01  -0.169176E-02   0.980769E+01   0.836065E+01   0.627195E+00   0.469010E-01  -0.124085E-02
 0.100000E+02  0.835067E+01  -0.159827E-02   0.100000E+02   0.835067E+01   0.627288E+00   0.474138E-01   0.120300E-02
 0.102564E+02  0.834682E+01  -0.146351E-02   0.102564E+02   0.834682E+01   0.627423E+00   0.479276E-01  -0.856785E-03
 0.105219E+02  0.834682E+01  -0.134387E-02   0.105219E+02   0.834682E+01   0.627543E+00   0.483548E-01   0.727882E-03
 0.107969E+02  0.834682E+01  -0.121775E-02   0.107969E+02   0.834682E+01   0.627669E+00   0.487004E-01  -0.630281E-03
 0.110817E+02  0.834682E+01  -0.106784E-02   0.110817E+02   0.834682E+01   0.627819E+00   0.489723E-01   0.604911E-03
 0.113766E+02  0.834682E+01  -0.917956E-03   0.113766E+02   0.834682E+01   0.627969E+00   0.491322E-01  -0.114124E-03
 0.116820E+02  0.834682E+01  -0.774857E-03   0.116820E+02   0.834682E+01   0.628112E+00   0.491743E-01  -0.104000E-04
 0.119982E+02  0.834682E+01  -0.642421E-03   0.119982E+02   0.834682E+01   0.628244E+00   0.491522E-01   0.173493E-03
 0.123257E+02  0.834682E+01  -0.511827E-03   0.123257E+02   0.834682E+01   0.628375E+00   0.490061E-01   0.593532E-05
 0.126648E+02  0.834682E+01  -0.377166E-03   0.126648E+02   0.834682E+01   0.628510E+00   0.487740E-01   0.521267E-04
 0.130161E+02  0.834682E+01  -0.258984E-03   0.130161E+02   0.834682E+01   0.628628E+00   0.484474E-01   0.194778E-03
 0.133798E+02  0.834682E+01  -0.127715E-03   0.133798E+02   0.834682E+01   0.628759E+00   0.480049E-01   0.503306E-04
 0.137564E+02  0.834682E+01  -0.261988E-04   0.137564E+02   0.834682E+01   0.628860E+00   0.474807E-01   0.227695E-03
 0.141465E+02  0.834682E+01   0.473338E-04   0.141465E+02   0.834682E+01   0.628934E+00   0.468815E-01  -0.125841E-04
 0.145504E+02  0.834682E+01   0.105725E-03   0.145504E+02   0.834682E+01   0.628992E+00   0.462549E-01   0.173643E-03
 0.149687E+02  0.834682E+01   0.172984E-03   0.149687E+02   0.834682E+01   0.629060E+00   0.455747E-01   0.189747E-03
 0.154018E+02  0.834682E+01   0.231975E-03   0.154018E+02   0.834682E+01   0.629119E+00   0.448119E-01   0.190838E-03
 0.158504E+02  0.834682E+01   0.258307E-03   0.158504E+02   0.834682E+01   0.629145E+00   0.439927E-01   0.189849E-03
 0.163150E+02  0.834682E+01   0.248239E-03   0.163150E+02   0.834682E+01   0.629135E+00   0.431528E-01   0.166104E-03
 0.167960E+02  0.834682E+01   0.218245E-03   0.167960E+02   0.834682E+01   0.629105E+00   0.423167E-01   0.242914E-03
 0.172942E+02  0.834682E+01   0.176158E-03   0.172942E+02   0.834682E+01   0.629063E+00   0.414696E-01   0.174945E-03
 0.178101E+02  0.834682E+01   0.133112E-03   0.178101E+02   0.834682E+01   0.629020E+00   0.405815E-01   0.378695E-03
 0.183444E+02  0.834682E+01   0.804169E-04   0.183444E+02   0.834682E+01   0.628967E+00   0.396162E-01   0.246931E-03
 0.188976E+02  0.834682E+01  -0.245644E-04   0.188976E+02   0.834682E+01   0.628862E+00   0.385974E-01   0.282834E-03
 0.194706E+02  0.834682E+01  -0.163861E-03   0.194706E+02   0.834682E+01   0.628723E+00   0.375754E-01   0.270307E-03
 0.200639E+02  0.834682E+01  -0.306647E-03   0.200639E+02   0.834682E+01   0.628580E+00   0.365512E-01   0.300636E-03
 0.206783E+02  0.834682E+01  -0.431865E-03   0.206783E+02   0.834682E+01   0.628455E+00   0.354540E-01   0.317468E-03
 0.213146E+02  0.834682E+01  -0.558205E-03   0.213146E+02   0.834682E+01   0.628329E+00   0.342369E-01   0.303743E-03
 0.219736E+02  0.834682E+01  -0.695118E-03   0.219736E+02   0.834682E+01   0.628192E+00   0.329292E-01   0.275121E-03
 0.226559E+02  0.834682E+01  -0.824002E-03   0.226559E+02   0.834682E+01   0.628063E+00   0.315526E-01   0.268672E-03
 0.233626E+02  0.834682E+01  -0.940228E-03   0.233626E+02   0.834682E+01   0.627946E+00   0.301001E-01   0.229443E-03
 0.240944E+02  0.834682E+01  -0.104828E-02   0.240944E+02   0.834682E+01   0.627838E+00   0.286108E-01   0.199878E-03
 0.248522E+02  0.834682E+01  -0.111742E-02   0.248522E+02   0.834682E+01   0.627769E+00   0.270805E-01   0.211748E-03
 0.256370E+02  0.834682E+01  -0.116962E-02   0.256370E+02   0.834682E+01   0.627717E+00   0.254946E-01   0.137358E-03
 0.264497E+02  0.834682E+01  -0.122103E-02   0.264497E+02   0.834682E+01   0.627666E+00   0.239505E-01   0.127063E-03
 0.272913E+02  0.834682E+01  -0.122864E-02   0.272913E+02   0.834682E+01   0.627658E+00   0.224486E-01   0.112387E-03
 0.281628E+02  0.834682E+01  -0.124399E-02   0.281628E+02   0.834682E+01   0.627643E+00   0.210137E-01   0.487912E-04
 0.290654E+02  0.834682E+01  -0.118455E-02   0.290654E+02   0.834682E+01   0.627702E+00   0.196964E-01   0.241488E-03
-0.200000E+02  0.943864E+01   0.215475E-03  -0.200000E+02   0.943864E+01   0.663147E+00  -0.313720E-01  -0.155052E-02
-0.192860E+02  0.943864E+01   0.215475E-03  -0.192860E+02   0.943864E+01   0.663147E+00  -0.313720E-01  -0.223756E-02
-0.186100E+02  0.943864E+01  -0.659110E-03  -0.186100E+02   0.943864E+01   0.662272E+00  -0.277537E-01   0.264282E-03
-0.179700E+02  0.943864E+01   0.649805E-03  -0.179700E+02   0.943864E+01   0.663581E+00  -0.250910E-01   0.235802E-02
-0.173640E+02  0.943864E+01   0.206377E-02  -0.173640E+02   0.943864E+01   0.664995E+00  -0.263669E-01   0.667985E-03
-0.167902E+02  0.943864E+01   0.217620E-02  -0.167902E+02   0.943864E+01   0.665108E+00  -0.289704E-01  -0.947900E-03
-0.162470E+02  0.943864E+01   0.180608E-02  -0.162470E+02   0.943864E+01   0.664738E+00  -0.303945E-01  -0.398599E-03
-0.157326E+02  0.943864E+01   0.182154E-02  -0.157326E+02   0.943864E+01   0.664753E+00  -0.310911E-01   0.346129E-03
-0.152456E+02  0.943864E+01   0.206029E-02  -0.152456E+02   0.943864E+01   0.664992E+00  -0.320508E-01   0.273907E-03
-0.147845E+02  0.943864E+01   0.218276E-02  -0.147845E+02   0.943864E+01   0.665114E+00  -0.332524E-01  -0.190517E-03
-0.143480E+02  0.943864E+01   0.220589E-02  -0.143480E+02   0.943864E+01   0.665137E+00  -0.343645E-01  -0.564964E-04
-0.139346E+02  0.943864E+01   0.226365E-02  -0.139346E+02   0.943864E+01   0.665195E+00  -0.353707E-01   0.534970E-04
-0.135433E+02  0.943864E+01   0.235147E-02  -0.135433E+02   0.943864E+01   0.665283E+00  -0.363809E-01   0.675917E-04
-0.131727E+02  0.943864E+01   0.242659E-02  -0.131727E+02   0.943864E+01   0.665358E+00  -0.374103E-01  -0.217278E-04
-0.128219E+02  0.943864E+01   0.247184E-02  -0.128219E+02   0.943864E+01   0.665403E+00  -0.384179E-01   0.807193E-04
-0.124897E+02  0.943864E+01   0.249371E-02  -0.124897E+02   0.943864E+01   0.665425E+00  -0.393663E-01  -0.352748E-03
